k,ratio
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5318760253181465
4,0.5131205706428072
4,0.5
4,0.5
4,0.5022855194264217
4,0.5
4,0.5052763548330187
4,0.5004190371087112
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5002896209946761
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5002122367723728
4,0.5078550483989855
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5013080618779583
4,0.5
4,0.5000341573244039
4,0.5
4,0.5
4,0.514590934204354
4,0.5
4,0.5000000678783666
4,0.5
4,0.5
4,0.5
4,0.5051332999160347
4,0.5
4,0.5
4,0.5
4,0.5025953915232777
4,0.5
4,0.5016189848346307
4,0.5
4,0.5161973017806902
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5191651919997445
4,0.5
4,0.5027543936266905
4,0.5087147634086733
4,0.5
4,0.5
4,0.5027847109410007
4,0.5
4,0.5026250527836651
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.511895563960725
4,0.5010507126017232
4,0.5
4,0.5
4,0.5002058927946527
4,0.5
4,0.5
4,0.503611105123965
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5007851813639712
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5027357557894641
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5001200371394692
4,0.5005510328972562
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000030671196715
4,0.5211838104216365
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000740179077787
4,0.5001870259376879
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5090139087013648
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5052420375585456
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000172636035285
4,0.5
4,0.5
4,0.5
4,0.5053302397507167
4,0.5
4,0.5024598906395157
4,0.5
4,0.5410557817374946
4,0.5
4,0.5
4,0.5001128047872988
4,0.5
4,0.5
4,0.5102792066732098
4,0.5041626013002946
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5044013678881011
4,0.5
4,0.5
4,0.5073190433219936
4,0.5
4,0.5
4,0.5021696754684771
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.519082316695666
4,0.5
4,0.5
4,0.5
4,0.5
4,0.502345128142922
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5029235749169119
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000001679729553
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.500008387457827
4,0.5034833962549334
4,0.5
4,0.5
4,0.5275927458960253
4,0.5
4,0.5020471547030101
4,0.5
4,0.5
4,0.5055910713991574
4,0.5
4,0.5007467990903323
4,0.5021064483793121
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5001139144380286
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5257638835278103
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5019955630200453
4,0.5
4,0.5
4,0.5
4,0.5004439033696751
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5065986394142739
4,0.5001079973744843
4,0.5002165602749412
4,0.5
4,0.5
4,0.50001735644764
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5025177841021485
4,0.5
4,0.5004802688537411
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5012362543990592
4,0.5299837497988855
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5196631141949589
4,0.5
4,0.5
4,0.5
4,0.5004098118043255
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.500468996894382
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5006359533926034
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5004537993673115
4,0.5
4,0.5
4,0.5027652949819659
4,0.5
4,0.5
4,0.5002284119113078
4,0.5
4,0.5001863059605999
4,0.5
4,0.5107248552778265
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5026072281133223
4,0.5
4,0.5
4,0.5000031686087497
4,0.511261736473044
4,0.5009866469966473
4,0.5
4,0.5
4,0.5
4,0.5001743755787615
4,0.5
4,0.5
4,0.5
4,0.5000201618849013
4,0.5
4,0.5
4,0.5009008524854093
4,0.5
4,0.507712108058684
4,0.5
4,0.5128962083021801
4,0.5
4,0.5069056559125656
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5067775440043172
4,0.5
4,0.5
4,0.5
4,0.5000016365863883
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5261961899713647
4,0.5
4,0.5
4,0.5001142663611828
4,0.5
4,0.5
4,0.5
4,0.5000508112490569
4,0.5
4,0.5011957364083552
4,0.5151180184865954
4,0.5
4,0.5
4,0.5000184810665196
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5117419610016577
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5052827813375314
4,0.5005676309130156
4,0.5
4,0.5
4,0.5
4,0.5
4,0.508411892754581
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5155031026307034
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5078937472140764
4,0.5
4,0.5
4,0.5019471284965482
4,0.5226922942548173
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5367503684421
4,0.5
4,0.5
4,0.5
4,0.5003227779740664
4,0.5
4,0.5086760721691113
4,0.5089329347165936
4,0.5
4,0.5063366834725089
4,0.5
4,0.5
4,0.5
4,0.504785009056183
4,0.501214050202524
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5058854490250088
4,0.5000804972084849
4,0.5
4,0.5041153555645934
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.500001799094127
4,0.5009075917408251
4,0.5016230277020896
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5070109354384804
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5079369433384702
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000036993464239
4,0.5
4,0.5
4,0.5453386390125229
4,0.5
4,0.5
4,0.5
4,0.5001607319858232
4,0.5000760410699404
4,0.5
4,0.5014371592691822
4,0.5
4,0.5042290237806019
4,0.5
4,0.5044232807969136
4,0.5016515650802665
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5224810923468349
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5020714717835384
4,0.5
4,0.5
4,0.5
4,0.5
4,0.502049991720971
4,0.5
4,0.5
4,0.5
4,0.5033134822103017
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5013948654600748
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.515130449431759
4,0.5118860434799654
4,0.5096834203720442
4,0.5003490905369147
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5009549419115519
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5024836147370592
4,0.5
4,0.5
4,0.5004150013593897
4,0.5
4,0.5
4,0.5034185728216817
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5108916288403788
4,0.5188919485358024
4,0.5038111485813086
4,0.5009552286433286
4,0.5
4,0.5044487523369501
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5012626327597441
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5037784939908482
4,0.5
4,0.5
4,0.5010430742822708
4,0.5050326249541719
4,0.5
4,0.5065936512018818
4,0.5
4,0.5006368077706073
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000265502834532
4,0.5277527589966112
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5070969690798521
4,0.5117583508216959
4,0.5000436419028974
4,0.5
4,0.5022842516177805
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5009481340684323
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5048511754822785
4,0.5002463022631817
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5004811898305772
4,0.5022973157841063
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5048742198436033
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5172854652334243
4,0.5
4,0.5
4,0.5
4,0.5000022876012291
4,0.5
4,0.5
4,0.5
4,0.5001343658641966
4,0.5
4,0.530778358465101
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5028232597528878
4,0.5
4,0.5
4,0.5
4,0.5128803075730379
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5000078686623648
4,0.515772619793901
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5083880773071554
4,0.5191197526689
4,0.5100674610201462
4,0.504481856611976
4,0.5
4,0.5
4,0.5339552329155473
4,0.5
4,0.500607350070854
4,0.5156651680501239
4,0.5
4,0.5
4,0.5020991192861999
4,0.5
4,0.5
4,0.5002320642736199
4,0.5010569397924741
4,0.5
4,0.5
4,0.5
4,0.5069075570052933
4,0.5
5,0.5
5,0.5026291746918295
5,0.5
5,0.5
5,0.5000009872517335
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5007442469791251
5,0.5036013299664986
5,0.5
5,0.5006397206364658
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5002274646180389
5,0.5
5,0.5
5,0.507576422282217
5,0.5
5,0.5
5,0.5111441368349666
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5007085750062227
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5049261370775633
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5000878237936491
5,0.5031208283960878
5,0.5
5,0.5243239004074567
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5108736908608466
5,0.5
5,0.5
5,0.5006329266007585
5,0.5524591461535322
5,0.5
5,0.5
5,0.5032412127350246
5,0.5
5,0.5
5,0.5001906913078763
5,0.5
5,0.5
5,0.5062866019751124
5,0.5
5,0.5001432124497877
5,0.5
5,0.5
5,0.5225868651771018
5,0.5
5,0.5
5,0.5
5,0.5017628278665848
5,0.5064424528115099
5,0.5
5,0.5
5,0.530613015765651
5,0.5279243393541173
5,0.5
5,0.5
5,0.5
5,0.5001506573662853
5,0.5
5,0.5000313119628664
5,0.5022412706279681
5,0.5
5,0.5069141371685395
5,0.5137516446098567
5,0.5
5,0.5
5,0.5421374402298706
5,0.5081491318806085
5,0.5034174689373923
5,0.5002604895412108
5,0.5
5,0.5008262223484832
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5032075368113293
5,0.5070292868876377
5,0.5
5,0.5003189606710029
5,0.5
5,0.5
5,0.5188819320311714
5,0.5145363889468652
5,0.5
5,0.5015088150655992
5,0.510445606402695
5,0.5
5,0.5002143749719936
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5084056592795005
5,0.5
5,0.5
5,0.5015890084078292
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5033069241641072
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5002878636643314
5,0.5
5,0.5
5,0.500876064172688
5,0.5
5,0.5288316272708318
5,0.5289667848682008
5,0.5
5,0.5
5,0.5
5,0.5061258845658861
5,0.5
5,0.5000680306746503
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5001033819017383
5,0.5002903740731891
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5096955311773677
5,0.5035380128862754
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5109310548397072
5,0.5049589625251868
5,0.5
5,0.5
5,0.5
5,0.5052118020361168
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5045936428662388
5,0.5
5,0.5152986761517241
5,0.5043207918877377
5,0.5375681333084622
5,0.5
5,0.5
5,0.5
5,0.5002347907025262
5,0.5
5,0.5024640973132517
5,0.5017109062608578
5,0.5
5,0.5
5,0.5
5,0.5005944851455721
5,0.5
5,0.500056884700073
5,0.5124642330832769
5,0.5012608616142321
5,0.5011531728573309
5,0.5
5,0.5013278514643342
5,0.5005954625146255
5,0.5
5,0.5
5,0.5120335110555255
5,0.5
5,0.5085389041326833
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5011863183189368
5,0.5
5,0.5
5,0.5
5,0.5051951400957534
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5000018633083252
5,0.5
5,0.5
5,0.5137347039415101
5,0.5134237388050894
5,0.5
5,0.5
5,0.5
5,0.5248695500142154
5,0.5110045472419082
5,0.5205643603184649
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5091299542717502
5,0.5
5,0.5005976245604046
5,0.5
5,0.5
5,0.5
5,0.5202765864723212
5,0.5014292725453413
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5269481288108049
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5023895479853526
5,0.5
5,0.5
5,0.5005948485738386
5,0.5002802668698182
5,0.5
5,0.5
5,0.5001706846684465
5,0.5
5,0.5
5,0.5024672781864618
5,0.5
5,0.5
5,0.5
5,0.5
5,0.513443429651199
5,0.5
5,0.5
5,0.5032288885421008
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5061138920801626
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5005460564321583
5,0.5005466285387605
5,0.5
5,0.5
5,0.5268227090737955
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5059097384161445
5,0.5000910085488489
5,0.5022259701351209
5,0.5
5,0.5
5,0.5035854382
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5076167632234814
5,0.5003811318860439
5,0.5
5,0.5
5,0.5019237632197812
5,0.5
5,0.5026125254078535
5,0.5
5,0.5
5,0.5000486150848054
5,0.5
5,0.5
5,0.5000000005476278
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5108533644531795
5,0.5085913152060143
5,0.5
5,0.5218550233664606
5,0.5
5,0.5
5,0.5146571095524259
5,0.5
5,0.5000304055604506
5,0.5
5,0.5365559180431155
5,0.5
5,0.5009904295712476
5,0.5003896171315455
5,0.5
5,0.5
5,0.5
5,0.5001546660869979
5,0.5002569740151068
5,0.5038758958656013
5,0.5134291288479277
5,0.5025737744082655
5,0.5
5,0.501787298324381
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5004598137310866
5,0.5
5,0.5000308032261699
5,0.5
5,0.5
5,0.5352445765184684
5,0.5001774046200181
5,0.5
5,0.5078718708528074
5,0.5428618168796928
5,0.5
5,0.5
5,0.5004656061769658
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5346503237272098
5,0.5000121605703834
5,0.5
5,0.5058457473248905
5,0.5
5,0.5000313951048249
5,0.5
5,0.5
5,0.5
5,0.5029999436957863
5,0.5010124176405532
5,0.5
5,0.5072660784972967
5,0.521749633374019
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5160227978799236
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5017448543894072
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.502488344653197
5,0.5011892640883774
5,0.5
5,0.5
5,0.5088527217142926
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5020658599736825
5,0.5
5,0.5
5,0.5315947452822183
5,0.5
5,0.5
5,0.5005105368117716
5,0.5
5,0.5
5,0.5
5,0.511562186141749
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5000517301766061
5,0.5
5,0.5
5,0.5028663627599067
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5142800620466732
5,0.5019948084539406
5,0.5
5,0.5
5,0.5
5,0.5013115899097427
5,0.5282926614120245
5,0.5052912622651337
5,0.5035155822421352
5,0.5045723098944008
5,0.5033456793793486
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.500064972382949
5,0.5
5,0.5204665131765797
5,0.5
5,0.5
5,0.5000720080326923
5,0.5021203474897236
5,0.5
5,0.5089680614813147
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5001336617005
5,0.5
5,0.5061969501680275
5,0.5
5,0.5
5,0.5
5,0.5085331468325829
5,0.5000253355481509
5,0.5
5,0.5049326562566434
5,0.5
5,0.5
5,0.5201512394661445
5,0.5034815186833439
5,0.5007821928952852
5,0.5
5,0.5063277152746704
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5198523918840658
5,0.5
5,0.5000010597851929
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5021678024544995
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5365186915795208
5,0.5251140827738259
5,0.5000002147157508
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5000001504330344
5,0.5028259726718828
5,0.5
5,0.5
5,0.5046629345125956
5,0.5052199168379312
5,0.5056604455508962
5,0.5
5,0.5
5,0.5
5,0.5318256131100948
5,0.5
5,0.5030502565562159
5,0.5398217580864298
5,0.5003651390843128
5,0.5002157229554548
5,0.50000942102887
5,0.5
5,0.5201013705936489
5,0.5014615152022205
5,0.5
5,0.5
5,0.5004337441862682
5,0.5
5,0.5
5,0.5000012444496816
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5126256672989493
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5149910426195725
5,0.5
5,0.5
5,0.5000388316410996
5,0.5
5,0.5233733093182055
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5086550786089697
5,0.5002842856848496
5,0.5
5,0.5259435278474164
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5151275845155343
5,0.5
5,0.5
5,0.5
5,0.5095168148605268
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5001142089467243
5,0.5
5,0.5043755029006258
5,0.5
5,0.5035165274779017
5,0.5
5,0.5
5,0.5120204669139936
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5032258642567277
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5085738239721465
5,0.5010816699472964
5,0.5
5,0.5456159846757236
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5002191898813142
5,0.5129574333022652
5,0.5017956561788098
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5179469622279381
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5005289926344858
5,0.5
5,0.5
5,0.5035753300153811
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5030225480976538
5,0.5002649673218361
5,0.5
5,0.5
5,0.5004970071522006
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5013088925305947
5,0.5
5,0.5079216748732246
5,0.5
5,0.5
5,0.5
5,0.5062549895840268
5,0.5065610879832976
5,0.5136274079445968
5,0.5
5,0.5016141428002312
5,0.5
5,0.5
5,0.5
5,0.502640542218936
5,0.5
5,0.5
5,0.5
5,0.5000834406746724
5,0.5
5,0.5
5,0.5014828982811923
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5542017776752838
5,0.5011008233575169
5,0.5000394888295921
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5180476183287233
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5075538827791447
5,0.5
5,0.5084797686419441
5,0.5294925003898564
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5001948197897206
5,0.5
5,0.5
5,0.5152557647215836
5,0.5
5,0.5
5,0.5034844633376077
5,0.5081622402730736
5,0.5
5,0.5
5,0.5038416117261543
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5067673566362868
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5131244079063375
5,0.5
5,0.501350585353622
5,0.510317745722691
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.509598088774178
5,0.5
5,0.5
5,0.5
5,0.5010207227804464
5,0.5067315816056347
5,0.5
5,0.5
5,0.5
5,0.5004120932921818
5,0.507886184585508
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5047660836917399
5,0.5
5,0.5
5,0.5
5,0.5104917931626981
5,0.5
5,0.5
5,0.5130379905821241
5,0.5
5,0.5001485664737672
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5060609459187163
5,0.5045806260125656
5,0.5
5,0.5
5,0.5
5,0.5174753063482808
5,0.5063842027097135
5,0.5
5,0.5018437725478803
5,0.5003662804879646
5,0.5
5,0.5021974519202537
5,0.5
5,0.5
5,0.5015996709615148
5,0.5
5,0.5090408772400423
5,0.5025696312241239
5,0.5
5,0.5
5,0.5002887282940218
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5003985412832013
5,0.5
5,0.5
5,0.5
5,0.5021209457885106
5,0.5
5,0.5
5,0.5062105134691732
5,0.5
5,0.5501239945452336
5,0.5370578349342512
5,0.5004036631812776
5,0.5003394525045805
5,0.5053319859577016
5,0.5046619723244623
5,0.5
5,0.5
5,0.50739785618597
5,0.5
5,0.5000105183715047
5,0.5
5,0.5111796647231512
5,0.5
5,0.5
5,0.5002460540149571
5,0.5
5,0.5011857564639056
5,0.5228732225000328
5,0.5004000612620393
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5000407804999918
5,0.5032066141051085
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5020262363673952
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.50877112353727
5,0.5
5,0.5
5,0.5010169698707877
5,0.5
5,0.5
5,0.5011980021181738
5,0.5275842105038012
5,0.5009082455159819
5,0.5215080066803565
5,0.5
5,0.5046207596665736
5,0.5220680562153127
5,0.5
5,0.5
5,0.5011713608659376
5,0.5
5,0.5000437306623653
5,0.5279405796334005
5,0.5
5,0.500029034885905
5,0.5002456016258525
5,0.5080574655642542
5,0.5
5,0.5340630759184797
5,0.5
5,0.5
5,0.5012593887841363
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5000603802778284
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5050177190799874
5,0.5
5,0.5
5,0.5064287568387517
5,0.5
5,0.5
5,0.5
5,0.501039565236291
5,0.5
5,0.5
5,0.5
5,0.5023901750686595
5,0.5
5,0.5062497736251881
5,0.5
6,0.5
6,0.5
6,0.5
6,0.5011577035006569
6,0.5
6,0.500373908720513
6,0.5
6,0.5
6,0.5
6,0.5000715367169316
6,0.5
6,0.5
6,0.5019347987271333
6,0.5000156635603988
6,0.5000181378017771
6,0.5
6,0.5
6,0.5000347100263214
6,0.5020632223982662
6,0.5
6,0.5088361870918003
6,0.5
6,0.5035560142773221
6,0.500242222896488
6,0.5006373386912708
6,0.5000401354264763
6,0.5081726479653002
6,0.5076132046385771
6,0.5207760781035251
6,0.510865624111223
6,0.5005203356214643
6,0.5
6,0.5074349413220293
6,0.5206678098849197
6,0.5
6,0.5
6,0.5
6,0.5
6,0.500006135247882
6,0.5
6,0.5
6,0.5
6,0.5001117322433052
6,0.5
6,0.5037275854347928
6,0.5033740234735086
6,0.5
6,0.501601128028461
6,0.5
6,0.5
6,0.5052774725044188
6,0.5
6,0.5
6,0.5
6,0.5028389349527312
6,0.5
6,0.5
6,0.5
6,0.5004721605387014
6,0.5
6,0.5
6,0.504706268722411
6,0.5117560500175689
6,0.5
6,0.500535261305456
6,0.5038030610125853
6,0.5
6,0.5
6,0.5103081088193078
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5008196871253819
6,0.5014583717144233
6,0.5
6,0.5
6,0.5087514798398408
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5112449981703792
6,0.5
6,0.5065554337195946
6,0.5
6,0.5014586100089701
6,0.5135116833064975
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5020787415584685
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5050834512412425
6,0.5
6,0.5
