k,ratio
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5002423557039981
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5000176676800635
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5001022854870715
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
2,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5006347049699393
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.514324760160443
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5084405712303368
3,0.5
3,0.5
3,0.5
3,0.526142592914764
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5001820325961832
3,0.5
3,0.5
3,0.5
3,0.5106101668725104
3,0.5
3,0.5085121395976822
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5560602155447807
3,0.5
3,0.5238280416510894
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5000653574096499
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5064488239979634
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5006487352350607
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5020281097989514
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5000043068249242
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5000286560248183
3,0.5014464140938887
3,0.5
3,0.5138574881485032
3,0.5000270733047111
3,0.5
3,0.5000148275131759
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5181651515728419
3,0.5
3,0.5
3,0.5014544300868174
3,0.5
3,0.5
3,0.5033201449844023
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5100518710753262
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5010618824614156
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.501183280068476
3,0.5
3,0.5
3,0.5000020105774449
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5286269821087869
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5050384100353209
3,0.5013118675121587
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5032711125533822
3,0.5005165455923706
3,0.5
3,0.5
3,0.5025654980913888
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5129507116927638
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5072127251516957
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5025191690963859
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5000761142015043
3,0.5
3,0.5
3,0.5
3,0.5030964869950268
3,0.5
3,0.5
3,0.5
3,0.5002358090846077
3,0.5085192738690932
3,0.5
3,0.5
3,0.5016331628340407
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5039969102398273
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5020046360435705
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5132145363072114
3,0.503989247141791
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5000517212929502
3,0.500035186821056
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.522152849148873
3,0.5
3,0.5
3,0.5
3,0.5007881856342662
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5004599725868709
3,0.5
3,0.5
3,0.5019021168574535
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5016048418133292
3,0.5001003425140271
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5438235403416108
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.503889947734044
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5014227948781208
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5174939003208333
3,0.502520784963013
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5130914542956784
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5033303189975412
3,0.5
3,0.5466775513241207
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5206219032506535
3,0.5
3,0.5098044974321593
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5004633186193919
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.569371749085358
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.500498266114301
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5006354336813343
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5024087672418116
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5044020235111397
3,0.5034848722235414
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5035401311806202
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5009288006779937
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.500267118735359
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5012103044993662
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
3,0.5
